scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,project_pi,project_pi_contact,access,id
Phragmites australis,leaf carbon content per leaf dry mass,456.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571601
Phragmites australis,leaf carbon content per leaf nitrogen content,19.53,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571813
Phragmites australis,leaf carbon content per leaf dry mass,459.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571604
Phragmites australis,leaf nitrogen content per leaf dry mass,28.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571310
Phragmites australis,leaf carbon content per leaf dry mass,459.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.88,-93.07,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571354
Phragmites australis,leaf nitrogen content per leaf dry mass,26.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570921
Phragmites australis,leaf nitrogen content per leaf dry mass,29.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571430
Phragmites australis,leaf carbon content per leaf nitrogen content,18.6,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572159
Phragmites australis,whole plant height,4,m,actual measurement (following LEDA data standards) - maximum height,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939344
Phragmites australis,leaf carbon content per leaf dry mass,461.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571268
Phragmites australis,leaf carbon content per leaf dry mass,456.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571360
Phragmites australis,leaf carbon content per leaf nitrogen content,14.85,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572136
Phragmites australis,leaf carbon content per leaf dry mass,453.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571605
Phragmites australis,leaf area per leaf dry mass,16.4,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939696
Phragmites australis,leaf nitrogen content per leaf dry mass,34.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570937
Phragmites australis,leaf carbon content per leaf dry mass,470.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571357
Phragmites australis,leaf carbon content per leaf nitrogen content,14.51,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572171
Phragmites australis,leaf carbon content per leaf nitrogen content,15.51,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572339
Phragmites australis,whole plant woodiness,herbaceous,NA,NA,NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.63q27.2,Zanne AE,aezanne@gmail.com,public,15761131
Phragmites australis,leaf carbon content per leaf dry mass,459.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571650
Phragmites australis,leaf carbon content per leaf nitrogen content,16.6,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571784
Phragmites australis,leaf carbon content per leaf nitrogen content,16.28,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571796
Phragmites australis,leaf nitrogen content per leaf dry mass,22.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570903
Phragmites australis,leaf carbon content per leaf dry mass,432.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571644
Phragmites australis,seed mass,0.14,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,457279
Phragmites australis,leaf nitrogen content per leaf dry mass,42.1,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571483
Phragmites australis,leaf carbon content per leaf dry mass,456.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571613
Phragmites australis,whole plant height,2.5,m,actual measurement (following LEDA data standards) - maximum height,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939348
Phragmites australis,leaf carbon content per leaf dry mass,439,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571255
Phragmites australis,leaf carbon content per leaf dry mass,446,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571267
Phragmites australis,leaf carbon content per leaf nitrogen content,15.45,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572141
Phragmites australis,leaf carbon content per leaf nitrogen content,12.45,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572170
Phragmites australis,leaf nitrogen content per leaf dry mass,25.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.13,-89.23,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570930
Phragmites australis,leaf nitrogen content per leaf dry mass,33.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570954
Phragmites australis,leaf phosphorus content per leaf dry mass,1.15,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15751723
Phragmites australis,leaf nitrogen content per leaf dry mass,31.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570882
Phragmites australis,leaf nitrogen content per leaf dry mass,30.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571297
Phragmites australis,leaf carbon content per leaf nitrogen content,12.44,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571751
Phragmites australis,leaf phosphorus content per leaf dry mass,1.65,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",39.86,119.43,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15757137
Phragmites australis,leaf carbon content per leaf nitrogen content,18.76,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571747
Phragmites australis,leaf carbon content per leaf nitrogen content,16.24,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571785
Phragmites australis,leaf carbon content per leaf nitrogen content,15.7,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572337
Phragmites australis,leaf phosphorus content per leaf dry mass,0.03,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15752022
Phragmites australis,leaf nitrogen content per leaf dry mass,26.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570920
Phragmites australis,leaf nitrogen content per leaf dry mass,42.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570947
Phragmites australis,leaf nitrogen content per leaf dry mass,32.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571434
Phragmites australis,leaf carbon content per leaf dry mass,444.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571708
Phragmites australis,leaf carbon content per leaf nitrogen content,18.16,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571779
Phragmites australis,leaf carbon content per leaf nitrogen content,14.2,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.68,-92.81,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571501
Phragmites australis,leaf carbon content per leaf nitrogen content,18.09,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572161
Phragmites australis,leaf phosphorus content per leaf dry mass,1.49,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",39,108.2,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15756647
Phragmites australis,leaf nitrogen content per leaf dry mass,30,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.88,-93.07,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571461
Phragmites australis,leaf carbon content per leaf dry mass,457.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571709
Phragmites australis,leaf carbon content per leaf nitrogen content,16.75,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571743
Phragmites australis,leaf area per leaf dry mass,10.56,m2.kg-1,area/dry mass (Cornelissen et al. 2003),NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939700
Phragmites australis,leaf area,7531,mm2,actual measurement,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,K. Thompson,ken.thompson@sheffield.ac.uk,public,15978299
Phragmites australis,leaf carbon content per leaf nitrogen content,11.96,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571824
Phragmites australis,leaf carbon content per leaf nitrogen content,17.31,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572326
Phragmites australis,leaf carbon content per leaf nitrogen content,24.01,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571791
Phragmites australis,maximum whole plant height,3,m,NA,NA,NA,NA,NA,Angela Moles,a.moles@unsw.edu.au,public,2034043
Phragmites australis,leaf photosynthetic rate per leaf area,20.08,Âµmol.m-2.s-1,NA,43.7,123.65,289,http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2,Maire V,vmaire@gmail.com,public,14861600
Phragmites australis,leaf carbon content per leaf dry mass,450.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571338
Phragmites australis,leaf carbon content per leaf dry mass,460.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571355
Phragmites australis,leaf nitrogen content per leaf dry mass,34.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571442
Phragmites australis,leaf phosphorus content per leaf dry mass,1.09,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15752382
Phragmites australis,leaf carbon content per leaf nitrogen content,15.71,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571778
Phragmites australis,leaf carbon content per leaf nitrogen content,16.07,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571805
Phragmites australis,leaf dry mass per leaf fresh mass,416.18,mg.g-1,laboratory/greenhouse/garden experiment; rehydration status unknown,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939705
Phragmites australis,leaf carbon content per leaf dry mass,456.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571653
Phragmites australis,leaf carbon content per leaf dry mass,453,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15861818
Phragmites australis,leaf carbon content per leaf nitrogen content,21.55,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,33.35,-79.26,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15572145
Phragmites australis,leaf carbon content per leaf nitrogen content,18.61,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571745
Phragmites australis,leaf carbon content per leaf dry mass,415.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15861509
Phragmites australis,leaf thickness,0.133333333,mm,Leaf thickness was measured with a digital calliper.,NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.p3057,DostÃ¡l P,petr.dostal@ibot.cas.cz,public,15396342
Phragmites australis,leaf nitrogen content per leaf dry mass,29.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,46.1,-64.8,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571288
